"","id","team1","team2","season","city","win_by_runs","win_by_wickets","t1ha","t2ha","t1tw","t2tw","t1twbf","t1twff","t2twbf","t2twff","team1tm","team1mw","team1wp","team1wr","team1rs","team1rspi","team1w","team1wpi","team2tm","team2mw","team2wp","team2wr","team2rs","team2rspi","team2w","team2wpi","winner"
"501",1,"Kolkata Knight Riders","Royal Challengers Bangalore",2008,"Bangalore",140,0,0,1,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,0
"215",2,"Chennai Super Kings","Kings XI Punjab",2008,"Chandigarh",33,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,134,63,47.0149253731343,71,20861,156,761,6,0
"132",3,"Rajasthan Royals","Delhi Daredevils",2008,"Delhi",0,9,0,1,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,133,56,42.1052631578947,77,19734,149,753,6,1
"498",4,"Mumbai Indians","Royal Challengers Bangalore",2008,"Mumbai",0,5,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,1
"306",5,"Deccan Chargers","Kolkata Knight Riders",2008,"Kolkata",0,5,0,1,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,132,68,51.5151515151515,64,19481,148,762,6,1
"443",6,"Kings XI Punjab","Rajasthan Royals",2008,"Jaipur",0,6,0,1,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,118,63,53.3898305084746,55,17703,151,704,6,1
"90",7,"Deccan Chargers","Delhi Daredevils",2008,"Hyderabad",0,9,1,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,133,56,42.1052631578947,77,19734,149,753,6,1
"326",8,"Chennai Super Kings","Mumbai Indians",2008,"Chennai",6,0,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,140,80,57.1428571428571,60,21721,156,844,7,0
"412",9,"Deccan Chargers","Rajasthan Royals",2008,"Hyderabad",0,3,1,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,118,63,53.3898305084746,55,17703,151,704,6,1
"328",10,"Kings XI Punjab","Mumbai Indians",2008,"Chandigarh",66,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,0
"458",11,"Royal Challengers Bangalore","Rajasthan Royals",2008,"Bangalore",0,7,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,118,63,53.3898305084746,55,17703,151,704,6,1
"21",12,"Kolkata Knight Riders","Chennai Super Kings",2008,"Chennai",0,9,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,131,79,60.3053435114504,52,20899,160,820,7,1
"61",13,"Mumbai Indians","Deccan Chargers",2008,"Mumbai",0,10,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,75,29,38.6666666666667,46,11463,153,446,6,1
"229",14,"Delhi Daredevils","Kings XI Punjab",2008,"Chandigarh",0,4,0,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,134,63,47.0149253731343,71,20861,156,761,6,1
"533",15,"Chennai Super Kings","Royal Challengers Bangalore",2008,"Bangalore",13,0,0,1,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,139,70,50.3597122302158,69,21591,156,804,6,0
"334",16,"Kolkata Knight Riders","Mumbai Indians",2008,"Kolkata",0,7,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,140,80,57.1428571428571,60,21721,156,844,7,1
"476",17,"Delhi Daredevils","Royal Challengers Bangalore",2008,"Delhi",10,0,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,0
"188",18,"Deccan Chargers","Kings XI Punjab",2008,"Hyderabad",0,7,1,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,134,63,47.0149253731343,71,20861,156,761,6,1
"299",19,"Rajasthan Royals","Kolkata Knight Riders",2008,"Jaipur",45,0,1,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,0
"161",20,"Chennai Super Kings","Delhi Daredevils",2008,"Chennai",0,8,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,133,56,42.1052631578947,77,19734,149,753,6,1
"484",21,"Deccan Chargers","Royal Challengers Bangalore",2008,"Hyderabad",0,5,1,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,139,70,50.3597122302158,69,21591,156,804,6,1
"278",22,"Kings XI Punjab","Kolkata Knight Riders",2008,"Chandigarh",9,0,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,0
"151",23,"Mumbai Indians","Delhi Daredevils",2008,"Mumbai",29,0,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,0
"411",24,"Chennai Super Kings","Rajasthan Royals",2008,"Jaipur",0,8,0,1,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,118,63,53.3898305084746,55,17703,151,704,6,1
"190",25,"Royal Challengers Bangalore","Kings XI Punjab",2008,"Bangalore",0,6,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,1
"66",26,"Chennai Super Kings","Deccan Chargers",2008,"Chennai",0,7,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,75,29,38.6666666666667,46,11463,153,446,6,1
"350",27,"Rajasthan Royals","Mumbai Indians",2008,"Mumbai",0,7,0,1,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,140,80,57.1428571428571,60,21721,156,844,7,1
"29",28,"Delhi Daredevils","Chennai Super Kings",2008,"Delhi",0,4,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,131,79,60.3053435114504,52,20899,160,820,7,1
"478",29,"Kolkata Knight Riders","Royal Challengers Bangalore",2008,"Kolkata",5,0,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,0
"444",30,"Deccan Chargers","Rajasthan Royals",2008,"Jaipur",0,8,0,1,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,118,63,53.3898305084746,55,17703,151,704,6,1
"372",31,"Royal Challengers Bangalore","Mumbai Indians",2008,"Bangalore",0,9,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,140,80,57.1428571428571,60,21721,156,844,7,1
"179",32,"Chennai Super Kings","Kings XI Punjab",2008,"Chennai",18,0,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,134,63,47.0149253731343,71,20861,156,761,6,0
"84",33,"Kolkata Knight Riders","Deccan Chargers",2008,"Hyderabad",23,0,0,1,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,75,29,38.6666666666667,46,11463,153,446,6,0
"435",34,"Delhi Daredevils","Rajasthan Royals",2008,"Jaipur",0,3,0,1,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,118,63,53.3898305084746,55,17703,151,704,6,1
"230",35,"Royal Challengers Bangalore","Kings XI Punjab",2008,"Chandigarh",0,9,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,1
"145",36,"Kolkata Knight Riders","Delhi Daredevils",2008,"Kolkata",23,0,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,133,56,42.1052631578947,77,19734,149,753,6,0
"366",37,"Chennai Super Kings","Mumbai Indians",2008,"Mumbai",0,9,0,1,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,140,80,57.1428571428571,60,21721,156,844,7,1
"425",38,"Kings XI Punjab","Rajasthan Royals",2008,"Chandigarh",41,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,118,63,53.3898305084746,55,17703,151,704,6,0
"60",39,"Delhi Daredevils","Deccan Chargers",2008,"Delhi",12,0,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,75,29,38.6666666666667,46,11463,153,446,6,0
"355",40,"Kolkata Knight Riders","Mumbai Indians",2008,"Mumbai",0,8,0,1,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,140,80,57.1428571428571,60,21721,156,844,7,1
"176",41,"Delhi Daredevils","Kings XI Punjab",2008,"Delhi",6,0,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,134,63,47.0149253731343,71,20861,156,761,6,1
"500",42,"Rajasthan Royals","Royal Challengers Bangalore",2008,"Jaipur",65,0,1,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,139,70,50.3597122302158,69,21591,156,804,6,0
"77",43,"Mumbai Indians","Deccan Chargers",2008,"Hyderabad",25,0,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,75,29,38.6666666666667,46,11463,153,446,6,0
"22",44,"Kolkata Knight Riders","Chennai Super Kings",2008,"Kolkata",3,0,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,131,79,60.3053435114504,52,20899,160,820,7,1
"111",45,"Royal Challengers Bangalore","Delhi Daredevils",2008,"Bangalore",0,5,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,133,56,42.1052631578947,77,19734,149,753,6,1
"461",46,"Kolkata Knight Riders","Rajasthan Royals",2008,"Kolkata",0,6,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,118,63,53.3898305084746,55,17703,151,704,6,1
"327",47,"Kings XI Punjab","Mumbai Indians",2008,"Mumbai",1,0,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,0
"32",48,"Royal Challengers Bangalore","Chennai Super Kings",2008,"Chennai",14,0,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,131,79,60.3053435114504,52,20899,160,820,7,0
"206",49,"Deccan Chargers","Kings XI Punjab",2008,"Chandigarh",0,6,0,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,134,63,47.0149253731343,71,20861,156,761,6,1
"137",50,"Mumbai Indians","Delhi Daredevils",2008,"Delhi",0,5,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,1
"35",51,"Rajasthan Royals","Chennai Super Kings",2008,"Chennai",10,0,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,131,79,60.3053435114504,52,20899,160,820,7,0
"76",52,"Royal Challengers Bangalore","Deccan Chargers",2008,"Bangalore",3,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,75,29,38.6666666666667,46,11463,153,446,6,0
"292",53,"Kings XI Punjab","Kolkata Knight Riders",2008,"Kolkata",0,3,0,1,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,1
"439",54,"Mumbai Indians","Rajasthan Royals",2008,"Jaipur",0,5,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,118,63,53.3898305084746,55,17703,151,704,6,1
"52",55,"Deccan Chargers","Chennai Super Kings",2008,"Hyderabad",0,7,1,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,131,79,60.3053435114504,52,20899,160,820,7,1
"102",56,"Rajasthan Royals","Delhi Daredevils",2008,"Mumbai",105,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,133,56,42.1052631578947,77,19734,149,753,6,0
"11",57,"Kings XI Punjab","Chennai Super Kings",2008,"Mumbai",0,9,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,131,79,60.3053435114504,52,20899,160,820,7,1
"437",58,"Chennai Super Kings","Rajasthan Royals",2008,"Mumbai",0,3,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,118,63,53.3898305084746,55,17703,151,704,6,1
"16",59,"Mumbai Indians","Chennai Super Kings",2009,"Cape Town",19,0,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,0
"460",60,"Royal Challengers Bangalore","Rajasthan Royals",2009,"Cape Town",75,0,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,118,63,53.3898305084746,55,17703,151,704,6,0
"143",61,"Kings XI Punjab","Delhi Daredevils",2009,"Cape Town",0,10,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,133,56,42.1052631578947,77,19734,149,753,6,1
"64",62,"Kolkata Knight Riders","Deccan Chargers",2009,"Cape Town",0,8,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,75,29,38.6666666666667,46,11463,153,446,6,1
"517",63,"Chennai Super Kings","Royal Challengers Bangalore",2009,"Port Elizabeth",92,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,139,70,50.3597122302158,69,21591,156,804,6,0
"308",64,"Kings XI Punjab","Kolkata Knight Riders",2009,"Durban",11,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,1
"489",65,"Deccan Chargers","Royal Challengers Bangalore",2009,"Cape Town",24,0,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,139,70,50.3597122302158,69,21591,156,804,6,0
"42",66,"Delhi Daredevils","Chennai Super Kings",2009,"Durban",9,0,0,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,131,79,60.3053435114504,52,20899,160,820,7,0
"283",67,"Rajasthan Royals","Kolkata Knight Riders",2009,"Cape Town",0,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,0
"177",68,"Royal Challengers Bangalore","Kings XI Punjab",2009,"Durban",0,7,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,1
"336",69,"Deccan Chargers","Mumbai Indians",2009,"Durban",12,0,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,140,80,57.1428571428571,60,21721,156,844,7,0
"101",70,"Royal Challengers Bangalore","Delhi Daredevils",2009,"Port Elizabeth",0,6,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,133,56,42.1052631578947,77,19734,149,753,6,1
"440",71,"Kings XI Punjab","Rajasthan Royals",2009,"Cape Town",27,0,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,118,63,53.3898305084746,55,17703,151,704,6,0
"72",72,"Chennai Super Kings","Deccan Chargers",2009,"Durban",0,6,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,75,29,38.6666666666667,46,11463,153,446,6,1
"261",73,"Mumbai Indians","Kolkata Knight Riders",2009,"Port Elizabeth",92,0,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,132,68,51.5151515151515,64,19481,148,762,6,0
"416",74,"Delhi Daredevils","Rajasthan Royals",2009,"Centurion",0,5,0,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,118,63,53.3898305084746,55,17703,151,704,6,1
"486",75,"Kolkata Knight Riders","Royal Challengers Bangalore",2009,"Durban",0,5,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,1
"353",76,"Kings XI Punjab","Mumbai Indians",2009,"Durban",3,0,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,0
"139",77,"Deccan Chargers","Delhi Daredevils",2009,"Centurion",0,6,0,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,133,56,42.1052631578947,77,19734,149,753,6,1
"422",78,"Chennai Super Kings","Rajasthan Royals",2009,"Centurion",38,0,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,118,63,53.3898305084746,55,17703,151,704,6,0
"251",79,"Mumbai Indians","Kolkata Knight Riders",2009,"East London",9,0,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,132,68,51.5151515151515,64,19481,148,762,6,0
"228",80,"Royal Challengers Bangalore","Kings XI Punjab",2009,"Durban",8,0,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,0
"407",81,"Deccan Chargers","Rajasthan Royals",2009,"Port Elizabeth",0,3,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,118,63,53.3898305084746,55,17703,151,704,6,1
"106",82,"Chennai Super Kings","Delhi Daredevils",2009,"Johannesburg",18,0,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,133,56,42.1052631578947,77,19734,149,753,6,0
"173",83,"Kolkata Knight Riders","Kings XI Punjab",2009,"Port Elizabeth",0,6,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,134,63,47.0149253731343,71,20861,156,761,6,1
"552",84,"Mumbai Indians","Royal Challengers Bangalore",2009,"Johannesburg",0,9,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,1
"85",85,"Chennai Super Kings","Deccan Chargers",2009,"East London",78,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,75,29,38.6666666666667,46,11463,153,446,6,0
"223",86,"Rajasthan Royals","Kings XI Punjab",2009,"Durban",78,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,134,63,47.0149253731343,71,20861,156,761,6,0
"110",87,"Kolkata Knight Riders","Delhi Daredevils",2009,"Durban",0,9,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,133,56,42.1052631578947,77,19734,149,753,6,1
"322",88,"Deccan Chargers","Mumbai Indians",2009,"Centurion",19,0,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,140,80,57.1428571428571,60,21721,156,844,7,0
"426",89,"Royal Challengers Bangalore","Rajasthan Royals",2009,"Centurion",0,7,0,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,118,63,53.3898305084746,55,17703,151,704,6,1
"235",90,"Chennai Super Kings","Kings XI Punjab",2009,"Centurion",12,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,134,63,47.0149253731343,71,20861,156,761,6,0
"157",91,"Mumbai Indians","Delhi Daredevils",2009,"East London",0,7,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,1
"208",92,"Deccan Chargers","Kings XI Punjab",2009,"Kimberley",0,3,0,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,134,63,47.0149253731343,71,20861,156,761,6,1
"1",93,"Rajasthan Royals","Chennai Super Kings",2009,"Kimberley",0,7,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,131,79,60.3053435114504,52,20899,160,820,7,1
"532",94,"Mumbai Indians","Royal Challengers Bangalore",2009,"Port Elizabeth",16,0,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,0
"159",95,"Kolkata Knight Riders","Delhi Daredevils",2009,"Johannesburg",0,7,0,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,133,56,42.1052631578947,77,19734,149,753,6,1
"463",96,"Deccan Chargers","Rajasthan Royals",2009,"Kimberley",53,0,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,118,63,53.3898305084746,55,17703,151,704,6,0
"511",97,"Kolkata Knight Riders","Royal Challengers Bangalore",2009,"Centurion",0,6,0,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,1
"365",98,"Kings XI Punjab","Mumbai Indians",2009,"Centurion",0,8,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,1
"69",99,"Delhi Daredevils","Deccan Chargers",2009,"Durban",12,0,0,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,75,29,38.6666666666667,46,11463,153,446,6,0
"513",100,"Chennai Super Kings","Royal Challengers Bangalore",2009,"Durban",0,2,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,139,70,50.3597122302158,69,21591,156,804,6,1
"340",101,"Rajasthan Royals","Mumbai Indians",2009,"Durban",2,0,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,140,80,57.1428571428571,60,21721,156,844,7,0
"211",102,"Delhi Daredevils","Kings XI Punjab",2009,"Bloemfontein",0,6,0,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,134,63,47.0149253731343,71,20861,156,761,6,1
"23",103,"Mumbai Indians","Chennai Super Kings",2009,"Port Elizabeth",0,7,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,1
"75",104,"Kolkata Knight Riders","Deccan Chargers",2009,"Johannesburg",0,6,0,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,75,29,38.6666666666667,46,11463,153,446,6,1
"86",105,"Kings XI Punjab","Deccan Chargers",2009,"Johannesburg",1,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,75,29,38.6666666666667,46,11463,153,446,6,0
"417",106,"Delhi Daredevils","Rajasthan Royals",2009,"Bloemfontein",14,0,0,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,118,63,53.3898305084746,55,17703,151,704,6,0
"267",107,"Chennai Super Kings","Kolkata Knight Riders",2009,"Centurion",0,7,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,132,68,51.5151515151515,64,19481,148,762,6,1
"534",108,"Delhi Daredevils","Royal Challengers Bangalore",2009,"Johannesburg",0,7,0,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,1
"303",109,"Rajasthan Royals","Kolkata Knight Riders",2009,"Durban",0,4,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,1
"196",110,"Chennai Super Kings","Kings XI Punjab",2009,"Durban",24,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,134,63,47.0149253731343,71,20861,156,761,6,0
"117",111,"Mumbai Indians","Delhi Daredevils",2009,"Centurion",0,4,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,1
"65",112,"Royal Challengers Bangalore","Deccan Chargers",2009,"Centurion",12,0,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,75,29,38.6666666666667,46,11463,153,446,6,0
"62",113,"Delhi Daredevils","Deccan Chargers",2009,"Centurion",0,6,0,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,75,29,38.6666666666667,46,11463,153,446,6,1
"504",114,"Chennai Super Kings","Royal Challengers Bangalore",2009,"Johannesburg",0,6,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,139,70,50.3597122302158,69,21591,156,804,6,1
"540",115,"Deccan Chargers","Royal Challengers Bangalore",2009,"Johannesburg",6,0,0,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,139,70,50.3597122302158,69,21591,156,804,6,0
"57",116,"Kolkata Knight Riders","Deccan Chargers",2010,"Mumbai",11,0,0,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,75,29,38.6666666666667,46,11463,153,446,6,0
"446",117,"Mumbai Indians","Rajasthan Royals",2010,"Mumbai",4,0,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,118,63,53.3898305084746,55,17703,151,704,6,0
"160",118,"Kings XI Punjab","Delhi Daredevils",2010,"Chandigarh",0,5,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,133,56,42.1052631578947,77,19734,149,753,6,1
"311",119,"Royal Challengers Bangalore","Kolkata Knight Riders",2010,"Kolkata",0,7,0,1,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,132,68,51.5151515151515,64,19481,148,762,6,1
"50",120,"Deccan Chargers","Chennai Super Kings",2010,"Chennai",31,0,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,131,79,60.3053435114504,52,20899,160,820,7,0
"146",121,"Rajasthan Royals","Delhi Daredevils",2010,"Ahmedabad",0,6,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,133,56,42.1052631578947,77,19734,149,753,6,1
"495",122,"Kings XI Punjab","Royal Challengers Bangalore",2010,"Bangalore",0,8,0,1,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,139,70,50.3597122302158,69,21591,156,804,6,1
"279",123,"Chennai Super Kings","Kolkata Knight Riders",2010,"Kolkata",55,0,0,1,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,132,68,51.5151515151515,64,19481,148,762,6,0
"104",124,"Mumbai Indians","Delhi Daredevils",2010,"Delhi",98,0,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,0
"499",125,"Rajasthan Royals","Royal Challengers Bangalore",2010,"Bangalore",0,10,0,1,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,139,70,50.3597122302158,69,21591,156,804,6,1
"14",126,"Delhi Daredevils","Chennai Super Kings",2010,"Delhi",0,5,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,131,79,60.3053435114504,52,20899,160,820,7,1
"214",127,"Deccan Chargers","Kings XI Punjab",2010,"Cuttack",6,0,0,0,0,1,0,0,-1,1,75,29,38.6666666666667,46,11463,153,446,6,134,63,47.0149253731343,71,20861,156,761,6,0
"296",128,"Rajasthan Royals","Kolkata Knight Riders",2010,"Ahmedabad",34,0,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,0
"539",129,"Mumbai Indians","Royal Challengers Bangalore",2010,"Mumbai",0,7,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,1
"154",130,"Deccan Chargers","Delhi Daredevils",2010,"Cuttack",10,0,0,0,1,0,1,-1,0,0,75,29,38.6666666666667,46,11463,153,446,6,133,56,42.1052631578947,77,19734,149,753,6,0
"2",131,"Kings XI Punjab","Chennai Super Kings",2010,"Chennai",0,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,131,79,60.3053435114504,52,20899,160,820,7,0
